orthogroup,cm_protein,cz_protein
OG0002161,KAF2212546,KAM3415043.1
OG0002164,KAF2212521,KAM3415019.2
OG0002165,KAF2209914,KAM3414531.1
OG0002168,KAF2212858,KAM3414721.1
OG0002169,KAF2212573,KAM3414924.1
OG0002170,KAF2209972,KAM3414622.1
OG0002174,KAF2209868,KAM3414486.1
OG0002176,KAF2209899,KAM3414517.1
OG0002177,KAF2212902,KAM3414671.1
OG0002181,KAF2207721,KAM3419592.1
OG0002185,KAF2209811,KAM3418199.1
OG0002186,KAF2209809,KAM3418202.1
OG0002187,KAF2214742,KAM3418734.1
OG0002188,KAF2214741,KAM3418735.1
OG0002189,KAF2214740,KAM3418737.1
OG0002190,KAF2214739,KAM3418738.1
OG0002191,KAF2214738,KAM3418739.1
OG0002192,KAF2214736,KAM3418741.1
OG0002193,KAF2214735,KAM3418742.1
OG0002194,KAF2214732,KAM3418745.1
OG0002195,KAF2214730,KAM3418747.1
OG0002196,KAF2214729,KAM3418748.1
OG0002197,KAF2214728,KAM3418749.1
OG0002198,KAF2214727,KAM3418750.1
OG0002199,KAF2214969,KAM3418507.1
OG0002200,KAF2214970,KAM3418506.1
OG0002201,KAF2214612,KAM3418878.1
OG0002202,KAF2214616,KAM3418874.1
OG0002203,KAF2214617,KAM3418873.1
OG0002204,KAF2214621,KAM3418870.1
OG0002205,KAF2214622,KAM3418869.1
OG0002206,KAF2214626,KAM3418864.1
OG0002207,KAF2214627,KAM3418863.1
OG0002208,KAF2214628,KAM3418862.1
OG0002209,KAF2214629,KAM3418861.1
OG0002210,KAF2214632,KAM3418858.1
OG0002211,KAF2214635,KAM3418855.1
OG0002212,KAF2214642,KAM3418848.1
OG0002213,KAF2214645,KAM3418844.1
OG0002214,KAF2214648,KAM3418840.1
OG0002215,KAF2214650,KAM3418837.1
OG0002216,KAF2214651,KAM3418836.1
OG0002217,KAF2214654,KAM3418833.1
OG0002218,KAF2214656,KAM3418830.1
OG0002219,KAF2214657,KAM3418829.1
OG0002220,KAF2214659,KAM3418827.1
OG0002221,KAF2214660,KAM3418826.1
OG0002222,KAF2214661,KAM3418825.1
OG0002223,KAF2214663,KAM3418823.1
OG0002224,KAF2214666,KAM3418818.1
OG0002225,KAF2214669,KAM3418813.1
OG0002226,KAF2214670,KAM3418812.1
OG0002227,KAF2214673,KAM3418810.1
OG0002228,KAF2214675,KAM3418808.1
OG0002229,KAF2214678,KAM3418806.1
OG0002230,KAF2214679,KAM3418805.1
OG0002231,KAF2214681,KAM3418803.1
OG0002232,KAF2214686,KAM3418795.1
OG0002233,KAF2214688,KAM3418791.1
OG0002234,KAF2214689,KAM3418790.1
OG0002235,KAF2214691,KAM3418788.1
OG0002236,KAF2214695,KAM3418783.1
OG0002237,KAF2214696,KAM3418782.1
OG0002239,KAF2214701,KAM3418776.1
OG0002240,KAF2214704,KAM3418774.1
OG0002241,KAF2214706,KAM3418772.1
OG0002242,KAF2214707,KAM3418771.1
OG0002243,KAF2214710,KAM3418769.1
OG0002244,KAF2214715,KAM3418760.1
OG0002245,KAF2214718,KAM3418756.1
OG0002246,KAF2214721,KAM3418753.1
OG0002247,KAF2214953,KAM3418522.1
OG0002248,KAF2214958,KAM3418517.1
OG0002249,KAF2214963,KAM3418514.1
OG0002250,KAF2209686,KAM3418340.1
OG0002251,KAF2209683,KAM3418343.1
OG0002252,KAF2209682,KAM3418344.1
OG0002253,KAF2209679,KAM3418347.1
OG0002254,KAF2209677,KAM3418349.1
OG0002255,KAF2209676,KAM3418350.1
OG0002256,KAF2209671,KAM3418355.1
OG0002257,KAF2209670,KAM3418356.1
OG0002258,KAF2209669,KAM3418357.1
OG0002259,KAF2214920,KAM3418555.1
OG0002260,KAF2214924,KAM3418552.1
OG0002261,KAF2214925,KAM3418551.1
OG0002262,KAF2214928,KAM3418549.1
OG0002263,KAF2214930,KAM3418548.1
OG0002264,KAF2214936,KAM3418541.1
OG0002265,KAF2214941,KAM3418537.1
OG0002266,KAF2214943,KAM3418535.1
OG0002267,KAF2214944,KAM3418534.1
OG0002268,KAF2214945,KAM3418533.1
OG0002269,KAF2214948,KAM3418530.1
OG0002270,KAF2209690,KAM3418337.1
OG0002271,KAF2209691,KAM3418336.1
OG0002272,KAF2209695,KAM3418328.1
OG0002273,KAF2209697,KAM3418326.1
OG0002274,KAF2209699,KAM3418324.1
OG0002275,KAF2209702,KAM3418321.1
OG0002276,KAF2209711,KAM3418312.1
OG0002277,KAF2209709,KAM3418314.1
OG0002278,KAF2209703,KAM3418319.1
OG0002279,KAF2209712,KAM3418311.1
OG0002280,KAF2209713,KAM3418310.1
OG0002281,KAF2209719,KAM3418301.1
OG0002282,KAF2209721,KAM3418299.1
OG0002283,KAF2209724,KAM3418296.1
OG0002284,KAF2209725,KAM3418295.1
OG0002285,KAF2209726,KAM3418294.1
OG0002286,KAF2209729,KAM3418291.1
OG0002288,KAF2209734,KAM3418287.1
OG0002289,KAF2209735,KAM3418288.1
OG0002290,KAF2209737,KAM3418283.1
OG0002291,KAF2209738,KAM3418282.1
OG0002292,KAF2209740,KAM3418280.1
OG0002293,KAF2209742,KAM3418278.1
OG0002294,KAF2209745,KAM3418275.1
OG0002295,KAF2209746,KAM3418274.1
OG0002296,KAF2209751,KAM3418268.1
OG0002297,KAF2209754,KAM3418267.1
OG0002298,KAF2209756,KAM3418266.1
OG0002299,KAF2209757,KAM3418265.1
OG0002300,KAF2209759,KAM3418262.1
OG0002301,KAF2209760,KAM3418260.1
OG0002302,KAF2209761,KAM3418259.1
OG0002303,KAF2209764,KAM3418255.1
OG0002304,KAF2209768,KAM3418248.1
OG0002305,KAF2209766,KAM3418253.1
OG0002306,KAF2209770,KAM3418246.1
OG0002307,KAF2209771,KAM3418245.1
OG0002308,KAF2209776,KAM3418240.1
OG0002309,KAF2209777,KAM3418239.1
OG0002311,KAF2209783,KAM3418234.1
OG0002312,KAF2209790,KAM3418228.1
OG0002313,KAF2209789,KAM3418229.1
OG0002314,KAF2209787,KAM3418231.1
OG0002315,KAF2209785,KAM3418232.1
OG0002316,KAF2209798,KAM3418219.1
OG0002317,KAF2214744,KAM3418732.1
OG0002318,KAF2214745,KAM3418731.1
OG0002319,KAF2214751,KAM3418723.1
OG0002320,KAF2214753,KAM3418721.1
OG0002321,KAF2214756,KAM3418717.1
OG0002322,KAF2214757,KAM3418716.1
OG0002323,KAF2214758,KAM3418710.1
OG0002324,KAF2214759,KAM3418709.1
OG0002325,KAF2214760,KAM3418708.1
OG0002326,KAF2214764,KAM3418703.1
OG0002327,KAF2214765,KAM3418702.1
OG0002328,KAF2214766,KAM3418701.1
OG0002329,KAF2214767,KAM3418700.1
OG0002330,KAF2214770,KAM3418698.1
OG0002331,KAF2214771,KAM3418697.1
OG0002332,KAF2214774,KAM3418695.1
OG0002333,KAF2214775,KAM3418694.1
OG0002334,KAF2214777,KAM3418692.1
OG0002335,KAF2214778,KAM3418691.1
OG0002336,KAF2214780,KAM3418687.1
OG0002337,KAF2214781,KAM3418686.1
OG0002338,KAF2214782,KAM3418685.1
OG0002339,KAF2214783,KAM3418684.1
OG0002340,KAF2214785,KAM3418682.1
OG0002341,KAF2214786,KAM3418681.1
OG0002342,KAF2214787,KAM3418680.1
OG0002343,KAF2214789,KAM3418678.1
OG0002344,KAF2214790,KAM3418677.1
OG0002345,KAF2214791,KAM3418676.1
OG0002346,KAF2214792,KAM3418674.1
OG0002347,KAF2214794,KAM3418673.1
OG0002348,KAF2214796,KAM3418670.1
OG0002349,KAF2214797,KAM3418668.1
OG0002351,KAF2214801,KAM3418665.1
OG0002352,KAF2214802,KAM3418664.1
OG0002353,KAF2214803,KAM3418663.1
OG0002354,KAF2214808,KAM3418660.1
OG0002355,KAF2214810,KAM3418658.1
OG0002356,KAF2214811,KAM3418657.1
OG0002357,KAF2214812,KAM3418655.1
OG0002358,KAF2214813,KAM3418654.1
OG0002359,KAF2214814,KAM3418653.1
OG0002360,KAF2214815,KAM3418652.1
OG0002361,KAF2214820,KAM3418648.1
OG0002362,KAF2214822,KAM3418647.1
OG0002363,KAF2214823,KAM3418646.1
OG0002364,KAF2214824,KAM3418645.1
OG0002365,KAF2214825,KAM3418644.1
OG0002366,KAF2214826,KAM3418643.1
OG0002367,KAF2214827,KAM3418642.1
OG0002368,KAF2214828,KAM3418641.1
OG0002370,KAF2214831,KAM3418639.1
OG0002371,KAF2214833,KAM3418638.1
OG0002372,KAF2214836,KAM3418636.1
OG0002373,KAF2214839,KAM3418633.1
OG0002374,KAF2214842,KAM3418630.1
OG0002375,KAF2214843,KAM3418629.1
OG0002376,KAF2214845,KAM3418627.1
OG0002377,KAF2214846,KAM3418626.1
OG0002378,KAF2214849,KAM3418623.1
OG0002379,KAF2214850,KAM3418622.1
OG0002380,KAF2214853,KAM3418619.1
OG0002381,KAF2214854,KAM3418618.1
OG0002382,KAF2214857,KAM3418614.1
OG0002383,KAF2214860,KAM3418611.1
OG0002384,KAF2214862,KAM3418609.1
OG0002385,KAF2214863,KAM3418608.1
OG0002386,KAF2214864,KAM3418607.1
OG0002387,KAF2214865,KAM3418606.1
OG0002388,KAF2214866,KAM3418605.1
OG0002389,KAF2214867,KAM3418604.1
OG0002390,KAF2214868,KAM3418603.1
OG0002391,KAF2214869,KAM3418602.1
OG0002392,KAF2214870,KAM3418601.1
OG0002393,KAF2214874,KAM3418598.1
OG0002394,KAF2214875,KAM3418597.1
OG0002395,KAF2215057,KAM3418401.1
OG0002396,KAF2215050,KAM3418411.1
OG0002397,KAF2215070,KAM3418380.1
OG0002398,KAF2215071,KAM3418379.1
OG0002399,KAF2209659,KAM3418366.1
OG0002400,KAF2209661,KAM3418363.1
OG0002401,KAF2214917,KAM3418557.1
OG0002402,KAF2214915,KAM3418559.1
OG0002403,KAF2214913,KAM3418561.1
OG0002404,KAF2214909,KAM3418565.1
OG0002405,KAF2214907,KAM3418568.1
OG0002406,KAF2214904,KAM3418570.1
OG0002407,KAF2214902,KAM3418572.1
OG0002408,KAF2214901,KAM3418573.1
OG0002409,KAF2214899,KAM3418575.1
OG0002410,KAF2214898,KAM3418576.1
OG0002411,KAF2214896,KAM3418578.1
OG0002412,KAF2214895,KAM3418579.1
OG0002413,KAF2214892,KAM3418581.1
OG0002414,KAF2214891,KAM3418582.1
OG0002415,KAF2214888,KAM3418585.1
OG0002416,KAF2214886,KAM3418586.1
OG0002417,KAF2214885,KAM3418587.1
OG0002418,KAF2214884,KAM3418588.1
OG0002419,KAF2214883,KAM3418589.1
OG0002420,KAF2214882,KAM3418591.1
OG0002421,KAF2214881,KAM3418592.1
OG0002422,KAF2214879,KAM3418593.1
OG0002423,KAF2214878,KAM3418595.1
OG0002424,KAF2215061,KAM3418388.1
OG0002425,KAF2215062,KAM3418387.1
OG0002426,KAF2215038,KAM3418431.1
OG0002427,KAF2215033,KAM3418436.1
OG0002428,KAF2215031,KAM3418438.1
OG0002429,KAF2215028,KAM3418440.1
OG0002430,KAF2211251,KAM3413496.1
OG0002431,KAF2215023,KAM3418445.1
OG0002432,KAF2215022,KAM3418446.1
OG0002433,KAF2215018,KAM3418450.1
OG0002434,KAF2215016,KAM3418453.1
OG0002435,KAF2215013,KAM3418456.1
OG0002436,KAF2215012,KAM3418457.1
OG0002437,KAF2215011,KAM3418458.1
OG0002438,KAF2215009,KAM3418460.1
OG0002439,KAF2215005,KAM3418468.1
OG0002440,KAF2215004,KAM3418469.1
OG0002441,KAF2215003,KAM3418471.1
OG0002442,KAF2215002,KAM3418472.1
OG0002443,KAF2215000,KAM3418475.1
OG0002444,KAF2214998,KAM3418477.1
OG0002445,KAF2214994,KAM3418482.1
OG0002446,KAF2214993,KAM3418484.1
OG0002447,KAF2214990,KAM3418486.1
OG0002448,KAF2214989,KAM3418488.1
OG0002449,KAF2214988,KAM3418489.1
OG0002450,KAF2214986,KAM3418491.1
OG0002451,KAF2214980,KAM3418495.1
OG0002452,KAF2214979,KAM3418496.1
OG0002453,KAF2214975,KAM3418499.1
OG0002454,KAF2214973,KAM3418501.1
OG0002455,KAF2214972,KAM3418502.1
OG0002456,KAF2214608,KAM3418882.1
OG0002457,KAF2214607,KAM3418883.1
OG0002458,KAF2214605,KAM3418885.1
OG0002459,KAF2214603,KAM3418888.1
OG0002460,KAF2214602,KAM3418889.1
OG0002462,KAF2214598,KAM3418896.1
OG0002463,KAF2214596,KAM3418898.1
OG0002464,KAF2214595,KAM3418899.1
OG0002465,KAF2214594,KAM3418900.1
OG0002466,KAF2214593,KAM3418901.1
OG0002467,KAF2214592,KAM3418902.1
OG0002468,KAF2214588,KAM3418906.1
OG0002469,KAF2214587,KAM3418907.1
OG0002470,KAF2214586,KAM3418908.1
OG0002471,KAF2214581,KAM3418914.1
OG0002472,KAF2214578,KAM3418917.1
OG0002473,KAF2214575,KAM3418919.1
OG0002474,KAF2214573,KAM3418921.1
OG0002475,KAF2214571,KAM3418924.1
OG0002476,KAF2214569,KAM3418926.1
OG0002477,KAF2214567,KAM3418928.1
OG0002478,KAF2214565,KAM3418930.1
OG0002479,KAF2214564,KAM3418931.1
OG0002480,KAF2214563,KAM3418932.1
OG0002481,KAF2214562,KAM3418933.1
OG0002482,KAF2214558,KAM3418937.1
OG0002483,KAF2214557,KAM3418939.1
OG0002484,KAF2214556,KAM3418940.1
OG0002485,KAF2211417,KAM3418942.1
OG0002486,KAF2211418,KAM3418943.1
OG0002487,KAF2211424,KAM3418948.1
OG0002488,KAF2211428,KAM3418952.1
OG0002489,KAF2211431,KAM3418955.1
OG0002490,KAF2211434,KAM3418958.1
OG0002491,KAF2211436,KAM3418960.1
OG0002492,KAF2211437,KAM3418961.1
OG0002493,KAF2211438,KAM3418963.1
OG0002494,KAF2211439,KAM3418964.1
OG0002495,KAF2211440,KAM3418965.1
OG0002496,KAF2211442,KAM3418967.1
OG0002497,KAF2211445,KAM3418970.1
OG0002498,KAF2211447,KAM3418972.1
OG0002499,KAF2211449,KAM3418973.1
OG0002500,KAF2211450,KAM3418974.1
OG0002501,KAF2211451,KAM3418975.1
OG0002502,KAF2211452,KAM3418976.1
OG0002503,KAF2211453,KAM3418977.1
OG0002504,KAF2211454,KAM3418978.1
OG0002505,KAF2211455,KAM3418979.1
OG0002506,KAF2211456,KAM3418980.1
OG0002507,KAF2211459,KAM3418982.1
OG0002508,KAF2211460,KAM3418983.1
OG0002509,KAF2211461,KAM3418984.1
OG0002510,KAF2211462,KAM3418985.1
OG0002511,KAF2211464,KAM3418988.1
OG0002512,KAF2211468,KAM3418990.1
OG0002513,KAF2211469,KAM3418991.1
OG0002514,KAF2211475,KAM3418996.1
OG0002515,KAF2211476,KAM3418997.1
OG0002516,KAF2211479,KAM3418999.1
OG0002517,KAF2211482,KAM3419001.1
OG0002518,KAF2211484,KAM3419004.1
OG0002519,KAF2211487,KAM3419008.1
OG0002520,KAF2211488,KAM3419009.1
OG0002522,KAF2211490,KAM3419013.1
OG0002523,KAF2211492,KAM3419015.1
OG0002524,KAF2211494,KAM3419017.1
OG0002525,KAF2211496,KAM3419019.1
OG0002526,KAF2211497,KAM3419020.1
OG0002527,KAF2211498,KAM3419021.1
OG0002528,KAF2211499,KAM3419022.1
OG0002529,KAF2211501,KAM3419024.1
OG0002530,KAF2211502,KAM3419025.1
OG0002531,KAF2211507,KAM3419029.1
OG0002532,KAF2211512,KAM3419034.1
OG0002533,KAF2211511,KAM3419033.1
OG0002534,KAF2211510,KAM3419032.1
OG0002535,KAF2211509,KAM3419031.1
OG0002536,KAF2211517,KAM3419038.1
OG0002537,KAF2211518,KAM3419039.1
OG0002538,KAF2211519,KAM3419040.1
OG0002539,KAF2211520,KAM3419042.1
OG0002540,KAF2211521,KAM3419043.1
OG0002541,KAF2211523,KAM3419045.1
OG0002542,KAF2211524,KAM3419046.1
OG0002543,KAF2211525,KAM3419047.1
OG0002544,KAF2211530,KAM3419051.1
OG0002545,KAF2211532,KAM3419053.1
OG0002546,KAF2211533,KAM3419054.1
OG0002547,KAF2211552,KAM3419074.1
OG0002548,KAF2211553,KAM3419075.1
OG0002549,KAF2211556,KAM3419081.1
OG0002551,KAF2211559,KAM3419085.1
OG0002552,KAF2211561,KAM3419087.1
OG0002553,KAF2211564,KAM3419090.1
OG0002554,KAF2211565,KAM3419091.1
OG0002556,KAF2211567,KAM3419094.1
OG0002557,KAF2211570,KAM3419096.1
OG0002558,KAF2211571,KAM3419097.1
OG0002559,KAF2211572,KAM3419098.1
OG0002560,KAF2211578,KAM3419109.1
OG0002561,KAF2211579,KAM3419110.1
OG0002562,KAF2211580,KAM3419112.1
OG0002563,KAF2211583,KAM3419115.1
OG0002564,KAF2211584,KAM3419116.1
OG0002565,KAF2211585,KAM3419117.1
OG0002566,KAF2211587,KAM3419119.1
OG0002567,KAF2211588,KAM3419120.1
OG0002568,KAF2211590,KAM3419122.1
OG0002569,KAF2211594,KAM3419125.1
OG0002570,KAF2211595,KAM3419126.1
OG0002571,KAF2211598,KAM3419130.1
OG0002572,KAF2211599,KAM3419131.1
OG0002573,KAF2211601,KAM3419132.1
OG0002574,KAF2211602,KAM3419133.1
OG0002575,KAF2211605,KAM3419140.1
OG0002576,KAF2211606,KAM3419141.1
OG0002577,KAF2211608,KAM3419143.1
OG0002578,KAF2211611,KAM3419146.1
OG0002579,KAF2211612,KAM3419148.1
OG0002580,KAF2211620,KAM3419154.1
OG0002581,KAF2211621,KAM3419155.1
OG0002582,KAF2211625,KAM3419158.1
OG0002583,KAF2207429,KAM3419165.1
OG0002584,KAF2207430,KAM3419164.1
OG0002585,KAF2207431,KAM3419163.1
OG0002586,KAF2207432,KAM3419162.1
OG0002587,KAF2207434,KAM3419160.1
OG0002588,KAF2207435,KAM3419159.1
OG0002589,KAF2207444,KAM3419182.1
OG0002590,KAF2207445,KAM3419180.1
OG0002591,KAF2207449,KAM3419177.1
OG0002592,KAF2207450,KAM3419176.1
OG0002593,KAF2207419,KAM3419174.1
OG0002594,KAF2207422,KAM3419170.1
OG0002595,KAF2207443,KAM3419183.1
OG0002596,KAF2207442,KAM3419184.1
OG0002597,KAF2207441,KAM3419185.1
OG0002598,KAF2207439,KAM3419187.1
OG0002599,KAF2207438,KAM3419188.1
OG0002600,KAF2207456,KAM3419192.1
OG0002601,KAF2207455,KAM3419193.1
OG0002603,KAF2207459,KAM3419201.1
OG0002604,KAF2207462,KAM3419204.1
OG0002605,KAF2207463,KAM3419205.1
OG0002606,KAF2207464,KAM3419208.1
OG0002607,KAF2207466,KAM3419212.1
OG0002608,KAF2207467,KAM3419213.1
OG0002609,KAF2207469,KAM3419216.1
OG0002610,KAF2207470,KAM3419217.1
OG0002611,KAF2207471,KAM3419218.1
OG0002612,KAF2207473,KAM3419219.1
OG0002613,KAF2207477,KAM3419221.1
OG0002614,KAF2207478,KAM3419222.1
OG0002616,KAF2207480,KAM3419223.1
OG0002617,KAF2207481,KAM3419224.1
OG0002618,KAF2207486,KAM3419230.1
OG0002619,KAF2207487,KAM3419231.1
OG0002620,KAF2207489,KAM3419233.1
OG0002621,KAF2207490,KAM3419234.1
OG0002622,KAF2207491,KAM3419235.1
OG0002623,KAF2207492,KAM3419236.1
OG0002624,KAF2207499,KAM3419240.1
OG0002625,KAF2207497,KAM3419241.1
OG0002626,KAF2207504,KAM3419248.1
OG0002627,KAF2207505,KAM3419249.1
OG0002628,KAF2207509,KAM3419253.1
OG0002629,KAF2207510,KAM3419254.1
OG0002630,KAF2207511,KAM3419255.1
OG0002631,KAF2207512,KAM3419256.1
OG0002632,KAF2207513,KAM3419257.1
OG0002633,KAF2207515,KAM3419259.1
OG0002634,KAF2207517,KAM3419262.1
OG0002635,KAF2207518,KAM3419263.1
OG0002636,KAF2207521,KAM3419268.1
OG0002637,KAF2207851,KAM3419408.1
OG0002638,KAF2207854,KAM3419411.1
OG0002639,KAF2207855,KAM3419412.1
OG0002640,KAF2207857,KAM3419413.1
OG0002641,KAF2207858,KAM3419414.1
OG0002642,KAF2207861,KAM3419417.1
OG0002643,KAF2207863,KAM3419419.1
OG0002644,KAF2207866,KAM3419424.1
OG0002645,KAF2207868,KAM3419426.1
OG0002646,KAF2207869,KAM3419427.1
OG0002647,KAF2207871,KAM3419430.1
OG0002648,KAF2207873,KAM3419432.1
OG0002649,KAF2207875,KAM3419434.1
OG0002650,KAF2207876,KAM3419435.1
OG0002651,KAF2207878,KAM3419437.1
OG0002652,KAF2207880,KAM3419439.1
OG0002653,KAF2207881,KAM3419440.1
OG0002654,KAF2207883,KAM3419442.1
OG0002655,KAF2207884,KAM3419443.1
OG0002656,KAF2207886,KAM3419444.1
OG0002657,KAF2207885,KAM3419445.1
OG0002658,KAF2207887,KAM3419446.1
OG0002659,KAF2207888,KAM3419447.1
OG0002660,KAF2207889,KAM3419448.1
OG0002661,KAF2207893,KAM3419453.1
OG0002662,KAF2207894,KAM3419454.1
OG0002663,KAF2207895,KAM3419455.1
OG0002664,KAF2207896,KAM3419456.1
OG0002665,KAF2207900,KAM3419460.1
OG0002666,KAF2207901,KAM3419461.1
OG0002667,KAF2207903,KAM3419465.1
OG0002668,KAF2207904,KAM3419466.1
OG0002669,KAF2207905,KAM3419467.1
OG0002670,KAF2207906,KAM3419468.1
OG0002671,KAF2207907,KAM3419469.1
OG0002672,KAF2207909,KAM3419471.1
OG0002673,KAF2207911,KAM3419474.1
OG0002674,KAF2207913,KAM3419476.1
OG0002675,KAF2207918,KAM3419482.1
OG0002676,KAF2207922,KAM3419487.1
OG0002677,KAF2207924,KAM3419489.1
OG0002678,KAF2207927,KAM3419492.1
OG0002679,KAF2207928,KAM3419494.1
OG0002680,KAF2207935,KAM3419498.1
OG0002681,KAF2207936,KAM3419499.1
OG0002682,KAF2207937,KAM3419500.1
OG0002683,KAF2207965,KAM3415210.1
OG0002684,KAF2208815,KAM3419354.1
OG0002685,KAF2208816,KAM3419353.1
OG0002686,KAF2208817,KAM3419352.1
OG0002687,KAF2208819,KAM3419350.1
OG0002688,KAF2208820,KAM3419349.1
OG0002689,KAF2208823,KAM3419346.1
OG0002690,KAF2208824,KAM3419345.1
OG0002691,KAF2208826,KAM3419343.1
OG0002692,KAF2208833,KAM3419334.1
OG0002693,KAF2208834,KAM3419333.1
OG0002694,KAF2208837,KAM3419330.1
OG0002695,KAF2208841,KAM3419326.1
OG0002696,KAF2208844,KAM3419323.1
OG0002697,KAF2208845,KAM3419322.1
OG0002698,KAF2208870,KAM3419305.1
OG0002699,KAF2208864,KAM3419308.1
OG0002700,KAF2208863,KAM3419309.1
OG0002701,KAF2208860,KAM3419311.1
OG0002702,KAF2208859,KAM3419312.1
OG0002703,KAF2208857,KAM3419314.1
OG0002705,KAF2208874,KAM3419297.1
OG0002706,KAF2208875,KAM3419296.1
OG0002707,KAF2208877,KAM3419295.1
OG0002708,KAF2208878,KAM3419294.1
OG0002709,KAF2206700,KAM3419293.1
OG0002710,KAF2206702,KAM3419292.1
OG0002711,KAF2206704,KAM3419290.1
OG0002712,KAF2206705,KAM3419289.1
OG0002713,KAF2206708,KAM3419287.1
OG0002714,KAF2206710,KAM3419285.1
OG0002715,KAF2206711,KAM3419284.1
OG0002716,KAF2206714,KAM3419282.1
OG0002717,KAF2208780,KAM3419393.1
OG0002718,KAF2208781,KAM3419392.1
OG0002719,KAF2208782,KAM3419391.1
OG0002720,KAF2208783,KAM3419390.1
OG0002721,KAF2208784,KAM3419389.1
OG0002722,KAF2208785,KAM3419388.1
OG0002723,KAF2208788,KAM3419386.1
OG0002724,KAF2208790,KAM3419384.1
OG0002725,KAF2208794,KAM3419379.1
OG0002726,KAF2208796,KAM3419377.1
OG0002727,KAF2208797,KAM3419376.1
OG0002728,KAF2208798,KAM3419375.1
OG0002729,KAF2208799,KAM3419374.1
OG0002730,KAF2208801,KAM3419370.1
OG0002731,KAF2208802,KAM3419369.1
OG0002732,KAF2208803,KAM3419368.1
OG0002733,KAF2208804,KAM3419367.1
OG0002734,KAF2208805,KAM3419366.1
OG0002735,KAF2208806,KAM3419365.1
OG0002736,KAF2208807,KAM3419364.1
OG0002737,KAF2208809,KAM3419362.1
OG0002738,KAF2208810,KAM3419361.1
OG0002739,KAF2207962,KAM3415213.1
OG0002740,KAF2207961,KAM3415214.1
OG0002741,KAF2207960,KAM3415215.1
OG0002742,KAF2207959,KAM3415216.1
OG0002743,KAF2207958,KAM3415217.1
OG0002744,KAF2207957,KAM3415218.1
OG0002745,KAF2207956,KAM3415219.1
OG0002746,KAF2207955,KAM3415220.1
OG0002748,KAF2207952,KAM3415222.1
OG0002749,KAF2207950,KAM3415224.1
OG0002750,KAF2207946,KAM3415228.1
OG0002751,KAF2207944,KAM3415230.1
OG0002752,KAF2207943,KAM3415231.1
OG0002753,KAF2209234,KAM3415233.1
OG0002754,KAF2209235,KAM3415232.1
OG0002755,KAF2209237,KAM3415234.1
OG0002756,KAF2209239,KAM3415236.1
OG0002757,KAF2209240,KAM3415237.1
OG0002758,KAF2209242,KAM3415239.1
OG0002759,KAF2209245,KAM3415241.1
OG0002760,KAF2209247,KAM3415243.1
OG0002761,KAF2209248,KAM3415244.1
OG0002762,KAF2209249,KAM3415245.1
OG0002763,KAF2209250,KAM3415246.1
OG0002764,KAF2209253,KAM3415251.1
OG0002765,KAF2209254,KAM3415252.1
OG0002766,KAF2209258,KAM3415256.1
OG0002767,KAF2209261,KAM3415258.1
OG0002768,KAF2209263,KAM3415260.1
OG0002769,KAF2209266,KAM3415263.1
OG0002770,KAF2209267,KAM3415264.1
OG0002771,KAF2209270,KAM3415267.1
OG0002772,KAF2209271,KAM3415268.1
OG0002773,KAF2209272,KAM3415269.1
OG0002774,KAF2209273,KAM3415271.1
OG0002775,KAF2209274,KAM3415272.1
OG0002776,KAF2209278,KAM3415276.1
OG0002777,KAF2209280,KAM3415278.1
OG0002778,KAF2209282,KAM3415279.1
OG0002779,KAF2209284,KAM3415281.1
OG0002780,KAF2209285,KAM3415282.1
OG0002781,KAF2209286,KAM3415283.1
OG0002782,KAF2209288,KAM3415285.1
OG0002783,KAF2209289,KAM3415286.1
OG0002784,KAF2209292,KAM3415291.1
OG0002785,KAF2209298,KAM3415297.1
OG0002786,KAF2209300,KAM3415299.1
OG0002787,KAF2209301,KAM3415300.1
OG0002789,KAF2209303,KAM3415303.1
OG0002790,KAF2209305,KAM3415305.1
OG0002791,KAF2209306,KAM3415306.1
OG0002792,KAF2209311,KAM3415309.1
OG0002793,KAF2209314,KAM3415311.1
OG0002794,KAF2209315,KAM3415312.1
OG0002795,KAF2209316,KAM3415313.1
OG0002796,KAF2209318,KAM3415315.1
OG0002797,KAF2209319,KAM3415316.1
OG0002798,KAF2209321,KAM3415318.1
OG0002799,KAF2209323,KAM3415321.1
OG0002800,KAF2209324,KAM3415322.1
OG0002801,KAF2209325,KAM3415323.1
OG0002802,KAF2209327,KAM3415325.1
OG0002803,KAF2209328,KAM3415326.1
OG0002804,KAF2209329,KAM3415327.1
OG0002805,KAF2209330,KAM3415328.1
OG0002806,KAF2209332,KAM3415331.1
OG0002807,KAF2209336,KAM3415334.1
OG0002808,KAF2209338,KAM3415336.1
OG0002809,KAF2209340,KAM3415338.1
OG0002810,KAF2209342,KAM3415340.1
OG0002811,KAF2209344,KAM3415341.1
OG0002812,KAF2209345,KAM3415342.1
OG0002813,KAF2209346,KAM3415343.1
OG0002814,KAF2209349,KAM3415346.1
OG0002815,KAF2209350,KAM3415347.1
OG0002816,KAF2209356,KAM3415353.1
OG0002817,KAF2209357,KAM3415354.1
OG0002818,KAF2209360,KAM3415356.1
OG0002819,KAF2209361,KAM3415357.1
OG0002820,KAF2209362,KAM3415358.1
OG0002821,KAF2209365,KAM3415361.1
OG0002822,KAF2209366,KAM3415362.1
OG0002823,KAF2209369,KAM3415365.1
